timestep,vehicle id,position,carbon emission,service rate
2496.0,truck1,-156599622#4,0.0,0.8658536585365854
2497.0,truck1,-156599622#4,0.0,0.8658536585365854
2498.0,truck1,-156599622#4,0.0,0.8658536585365854
2499.0,truck1,-156599622#4,0.0,0.8658536585365854
2500.0,truck1,-156599622#4,0.0,0.8658536585365854
2501.0,truck1,-156599622#4,0.0,0.8658536585365854
2502.0,truck1,-156599622#4,0.0,0.8658536585365854
2503.0,truck1,-156599622#4,0.0,0.8658536585365854
2504.0,truck1,-156599622#4,0.0,0.8658536585365854
2505.0,truck1,-156599622#4,0.0,0.8658536585365854
2506.0,truck1,-156599622#4,0.0,0.8658536585365854
2507.0,truck1,-156599622#4,0.0,0.8658536585365854
2508.0,truck1,-156599622#4,0.0,0.8658536585365854
2509.0,truck1,-156599622#4,0.0,0.8658536585365854
2510.0,truck1,-156599622#4,0.0,0.8658536585365854
2511.0,truck1,-156599622#4,0.0,0.8658536585365854
2512.0,truck1,-156599622#4,0.0,0.8658536585365854
2513.0,truck1,-156599622#4,0.0,0.8658536585365854
2514.0,truck1,-156599622#4,0.0,0.8658536585365854
2515.0,truck1,-156599622#4,0.0,0.8658536585365854
2516.0,truck1,-156599622#4,0.0,0.8658536585365854
2517.0,truck1,-156599622#4,0.0,0.8658536585365854
2518.0,truck1,-156599622#4,0.0,0.8658536585365854
2519.0,truck1,-156599622#4,0.0,0.8658536585365854
2520.0,truck1,-156599622#4,0.0,0.8658536585365854
2521.0,truck1,-156599622#4,0.0,0.875
2522.0,truck1,-156599622#4,0.0,0.875
2523.0,truck1,-156599622#4,0.0,0.875
2524.0,truck1,-156599622#4,0.0,0.875
2525.0,truck1,-156599622#4,0.0,0.875
2526.0,truck1,-156599622#4,0.0,0.875
2527.0,truck1,-156599622#4,0.0,0.875
2528.0,truck1,-156599622#4,0.0,0.875
2529.0,truck1,-156599622#4,0.0,0.875
2530.0,truck1,-156599622#4,0.0,0.875
2531.0,truck1,-156599622#4,0.0,0.875
2532.0,truck1,-156599622#4,0.0,0.875
2533.0,truck1,-156599622#4,0.0,0.875
2534.0,truck1,-156599622#4,0.0,0.875
2535.0,truck1,-156599622#4,0.0,0.875
2536.0,truck1,-156599622#4,0.0,0.875
2537.0,truck1,-156599622#4,0.0,0.875
2538.0,truck1,-156599622#4,0.0,0.875
2539.0,truck1,-156599622#4,0.0,0.875
2540.0,truck1,-156599622#4,0.0,0.875
2541.0,truck1,-156599622#4,0.0,0.875
2542.0,truck1,-156599622#4,0.0,0.875
2543.0,truck1,-156599622#4,0.0,0.875
2544.0,truck1,-156599622#4,0.0,0.875
2545.0,truck1,-156599622#4,0.0,0.875
2546.0,truck1,-156599622#4,0.0,0.875
2547.0,truck1,-156599622#4,0.0,0.875
2548.0,truck1,-156599622#4,0.0,0.875
2549.0,truck1,-156599622#4,0.0,0.875
2550.0,truck1,-156599622#4,0.0,0.875
2551.0,truck1,-156599622#4,0.0,0.875
2552.0,truck1,-156599622#4,0.0,0.875
2553.0,truck1,-156599622#4,0.0,0.875
2554.0,truck1,-156599622#4,0.0,0.875
2555.0,truck1,-156599622#4,0.0,0.875
2556.0,truck1,-156599622#4,0.0,0.875
2557.0,truck1,-156599622#4,0.0,0.875
2558.0,truck1,-156599622#4,0.0,0.875
2559.0,truck1,-156599622#4,0.0,0.875
2560.0,truck1,-156599622#4,0.0,0.875
2561.0,truck1,-156599622#4,0.0,0.875
2562.0,truck1,-156599622#4,0.0,0.875
2563.0,truck1,-156599622#4,0.0,0.875
2564.0,truck1,-156599622#4,0.0,0.875
2565.0,truck1,-156599622#4,0.0,0.875
2566.0,truck1,-156599622#4,0.0,0.875
2567.0,truck1,-156599622#4,0.0,0.875
2568.0,truck1,-156599622#4,0.0,0.875
2569.0,truck1,-156599622#4,0.0,0.875
2570.0,truck1,-156599622#4,0.0,0.875
2571.0,truck1,-156599622#4,0.0,0.875
2572.0,truck1,-156599622#4,0.0,0.875
2573.0,truck1,-156599622#4,0.0,0.875
2574.0,truck1,-156599622#4,0.0,0.875
2575.0,truck1,-156599622#4,0.0,0.875
2576.0,truck1,-156599622#4,0.0,0.875
2577.0,truck1,-156599622#4,0.0,0.875
2578.0,truck1,-156599622#4,0.0,0.875
2579.0,truck1,-156599622#4,0.0,0.875
2580.0,truck1,-156599622#4,0.0,0.875
2581.0,truck1,-156599622#4,0.0,0.8764044943820225
2582.0,truck1,-156599622#4,0.0,0.8764044943820225
2583.0,truck1,-156599622#4,0.0,0.8764044943820225
2584.0,truck1,-156599622#4,0.0,0.8764044943820225
2585.0,truck1,-156599622#4,0.0,0.8764044943820225
2586.0,truck1,-156599622#4,0.0,0.8764044943820225
2587.0,truck1,-156599622#4,0.0,0.8764044943820225
2588.0,truck1,-156599622#4,0.0,0.8764044943820225
2589.0,truck1,-156599622#4,0.0,0.8764044943820225
2590.0,truck1,-156599622#4,0.0,0.8764044943820225
2591.0,truck1,-156599622#4,0.0,0.8764044943820225
2592.0,truck1,-156599622#4,0.0,0.8764044943820225
2593.0,truck1,-156599622#4,0.0,0.8764044943820225
2594.0,truck1,-156599622#4,0.0,0.8764044943820225
2595.0,truck1,-156599622#4,0.0,0.8764044943820225
2596.0,truck1,-156599622#4,0.0,0.8764044943820225
2597.0,truck1,-156599622#4,0.0,0.8764044943820225
2598.0,truck1,-156599622#4,0.0,0.8764044943820225
2599.0,truck1,-156599622#4,0.0,0.8764044943820225
2600.0,truck1,-156599622#4,0.0,0.8764044943820225
2601.0,truck1,-156599622#4,0.0,0.8764044943820225
2602.0,truck1,-156599622#4,0.0,0.8764044943820225
2603.0,truck1,-156599622#4,0.0,0.8764044943820225
2604.0,truck1,-156599622#4,0.0,0.8764044943820225
2605.0,truck1,-156599622#4,0.0,0.8764044943820225
2606.0,truck1,-156599622#4,0.0,0.8764044943820225
2607.0,truck1,-156599622#4,0.0,0.8764044943820225
2608.0,truck1,-156599622#4,0.0,0.8764044943820225
2609.0,truck1,-156599622#4,0.0,0.8764044943820225
2610.0,truck1,-156599622#4,0.0,0.8764044943820225
2611.0,truck1,-156599622#4,0.0,0.8764044943820225
2612.0,truck1,-156599622#4,0.0,0.8764044943820225
2613.0,truck1,-156599622#4,0.0,0.8764044943820225
2614.0,truck1,-156599622#4,0.0,0.8764044943820225
2615.0,truck1,-156599622#4,0.0,0.8764044943820225
2616.0,truck1,-156599622#4,0.0,0.8764044943820225
2617.0,truck1,-156599622#4,0.0,0.8764044943820225
2618.0,truck1,-156599622#4,0.0,0.8764044943820225
2619.0,truck1,-156599622#4,0.0,0.8764044943820225
2620.0,truck1,-156599622#4,0.0,0.8764044943820225
2621.0,truck1,-156599622#4,0.0,0.8764044943820225
2622.0,truck1,-156599622#4,0.0,0.8764044943820225
2623.0,truck1,-156599622#4,0.0,0.8764044943820225
2624.0,truck1,-156599622#4,0.0,0.8764044943820225
2625.0,truck1,-156599622#4,0.0,0.8764044943820225
2626.0,truck1,-156599622#4,0.0,0.8764044943820225
2627.0,truck1,-156599622#4,0.0,0.8764044943820225
2628.0,truck1,-156599622#4,0.0,0.8764044943820225
2629.0,truck1,-156599622#4,0.0,0.8764044943820225
2630.0,truck1,-156599622#4,0.0,0.8764044943820225
2631.0,truck1,-156599622#4,0.0,0.8764044943820225
2632.0,truck1,-156599622#4,0.0,0.8764044943820225
2633.0,truck1,-156599622#4,0.0,0.8764044943820225
2634.0,truck1,-156599622#4,0.0,0.8764044943820225
2635.0,truck1,-156599622#4,0.0,0.8764044943820225
2636.0,truck1,-156599622#4,0.0,0.8764044943820225
2637.0,truck1,-156599622#4,0.0,0.8764044943820225
2638.0,truck1,-156599622#4,0.0,0.8764044943820225
2639.0,truck1,-156599622#4,0.0,0.8764044943820225
2640.0,truck1,-156599622#4,0.0,0.8764044943820225
2641.0,truck1,-156599622#4,0.0,0.8764044943820225
2642.0,truck1,-156599622#4,0.0,0.8764044943820225
2643.0,truck1,-156599622#4,0.0,0.8764044943820225
2644.0,truck1,-156599622#4,0.0,0.8764044943820225
2645.0,truck1,-156599622#4,0.0,0.8764044943820225
2646.0,truck1,-156599622#4,0.0,0.8764044943820225
2647.0,truck1,-156599622#4,0.0,0.8764044943820225
2648.0,truck1,-156599622#4,0.0,0.8764044943820225
2649.0,truck1,-156599622#4,0.0,0.8764044943820225
2650.0,truck1,-156599622#4,0.0,0.8764044943820225
2651.0,truck1,-156599622#4,0.0,0.8764044943820225
2652.0,truck1,-156599622#4,0.0,0.8764044943820225
2653.0,truck1,-156599622#4,0.0,0.8764044943820225
2654.0,truck1,-156599622#4,0.0,0.8764044943820225
2655.0,truck1,-156599622#4,0.0,0.8764044943820225
2656.0,truck1,-156599622#4,0.0,0.8764044943820225
2657.0,truck1,-156599622#4,0.0,0.8764044943820225
2658.0,truck1,-156599622#4,0.0,0.8764044943820225
2659.0,truck1,-156599622#4,0.0,0.8764044943820225
2660.0,truck1,-156599622#4,0.0,0.8764044943820225
2661.0,truck1,-156599622#4,0.0,0.8764044943820225
2662.0,truck1,-156599622#4,0.0,0.8764044943820225
2663.0,truck1,-156599622#4,0.0,0.8764044943820225
2664.0,truck1,-156599622#4,0.0,0.8764044943820225
2665.0,truck1,-156599622#4,0.0,0.8764044943820225
2666.0,truck1,-156599622#4,0.0,0.8764044943820225
2667.0,truck1,-156599622#4,0.0,0.8764044943820225
2668.0,truck1,-156599622#4,0.0,0.8764044943820225
2669.0,truck1,-156599622#4,0.0,0.8764044943820225
2670.0,truck1,-156599622#4,0.0,0.8764044943820225
2671.0,truck1,-156599622#4,0.0,0.8764044943820225
2672.0,truck1,-156599622#4,0.0,0.8764044943820225
2673.0,truck1,-156599622#4,0.0,0.8764044943820225
2674.0,truck1,-156599622#4,0.0,0.8764044943820225
2675.0,truck1,-156599622#4,0.0,0.8764044943820225
2676.0,truck1,-156599622#4,0.0,0.8764044943820225
2677.0,truck1,-156599622#4,0.0,0.8764044943820225
2678.0,truck1,-156599622#4,0.0,0.8764044943820225
2679.0,truck1,-156599622#4,0.0,0.8764044943820225
2680.0,truck1,-156599622#4,0.0,0.8764044943820225
2681.0,truck1,-156599622#4,0.0,0.8764044943820225
2682.0,truck1,-156599622#4,0.0,0.8764044943820225
2683.0,truck1,-156599622#4,0.0,0.8764044943820225
2684.0,truck1,-156599622#4,0.0,0.8764044943820225
2685.0,truck1,-156599622#4,0.0,0.8764044943820225
2686.0,truck1,-156599622#4,0.0,0.8764044943820225
2687.0,truck1,-156599622#4,0.0,0.8764044943820225
2688.0,truck1,-156599622#4,0.0,0.8764044943820225
2689.0,truck1,-156599622#4,0.0,0.8764044943820225
2690.0,truck1,-156599622#4,0.0,0.8764044943820225
2691.0,truck1,-156599622#4,0.0,0.8764044943820225
2692.0,truck1,-156599622#4,0.0,0.8764044943820225
2693.0,truck1,-156599622#4,0.0,0.8764044943820225
2694.0,truck1,-156599622#4,0.0,0.8764044943820225
2695.0,truck1,-156599622#4,0.0,0.8764044943820225
2696.0,truck1,-156599622#4,0.0,0.8764044943820225
2697.0,truck1,-156599622#4,0.0,0.8764044943820225
2698.0,truck1,-156599622#4,0.0,0.8764044943820225
2699.0,truck1,-156599622#4,0.0,0.8764044943820225
2700.0,truck1,-156599622#4,0.0,0.8764044943820225
2701.0,truck1,-156599622#4,0.0,0.8586956521739131
2702.0,truck1,-156599622#4,0.0,0.8586956521739131
2703.0,truck1,-156599622#4,0.0,0.8586956521739131
2704.0,truck1,-156599622#4,0.0,0.8586956521739131
2705.0,truck1,-156599622#4,0.0,0.8586956521739131
2706.0,truck1,-156599622#4,0.0,0.8586956521739131
2707.0,truck1,-156599622#4,0.0,0.8586956521739131
2708.0,truck1,-156599622#4,0.0,0.8586956521739131
2709.0,truck1,-156599622#4,0.0,0.8586956521739131
2710.0,truck1,-156599622#4,0.0,0.8586956521739131
2711.0,truck1,-156599622#4,0.0,0.8586956521739131
2712.0,truck1,-156599622#4,0.0,0.8586956521739131
2713.0,truck1,-156599622#4,0.0,0.8586956521739131
2714.0,truck1,-156599622#4,0.0,0.8586956521739131
2715.0,truck1,-156599622#4,0.0,0.8586956521739131
2716.0,truck1,-156599622#4,0.0,0.8586956521739131
2717.0,truck1,-156599622#4,0.0,0.8586956521739131
2718.0,truck1,-156599622#4,0.0,0.8586956521739131
2719.0,truck1,-156599622#4,0.0,0.8586956521739131
2720.0,truck1,-156599622#4,0.0,0.8586956521739131
2721.0,truck1,-156599622#4,0.0,0.8586956521739131
2722.0,truck1,-156599622#4,0.0,0.8586956521739131
2723.0,truck1,-156599622#4,0.0,0.8586956521739131
2724.0,truck1,-156599622#4,0.0,0.8586956521739131
2725.0,truck1,-156599622#4,0.0,0.8586956521739131
2726.0,truck1,-156599622#4,0.0,0.8586956521739131
2727.0,truck1,-156599622#4,0.0,0.8586956521739131
2728.0,truck1,-156599622#4,0.0,0.8586956521739131
2729.0,truck1,-156599622#4,0.0,0.8586956521739131
2730.0,truck1,-156599622#4,0.0,0.8586956521739131
2731.0,truck1,-156599622#4,0.0,0.8586956521739131
2732.0,truck1,-156599622#4,0.0,0.8586956521739131
2733.0,truck1,-156599622#4,0.0,0.8586956521739131
2734.0,truck1,-156599622#4,7380.555555555556,0.8586956521739131
2735.0,truck1,-156599622#4,7380.555555555556,0.8586956521739131
2736.0,truck1,-156599622#4,7380.555555555556,0.8586956521739131
2737.0,truck1,-156599622#4,7380.555555555556,0.8586956521739131
2738.0,truck1,-156599622#4,11308.092880140644,0.8586956521739131
2739.0,truck1,-156599622#4,13456.80987696912,0.8586956521739131
2740.0,truck1,-156599622#4,14918.43815882271,0.8586956521739131
2741.0,truck1,-156599622#4,21249.251074776475,0.8586956521739131
2742.0,truck1,-156599622#4,21425.15159589257,0.8586956521739131
2743.0,truck1,-156599622#4,24680.80176547122,0.8586956521739131
2744.0,truck1,-156599622#4,29870.980895146866,0.8586956521739131
2745.0,truck1,-156599622#4,24591.4225178676,0.8586956521739131
2746.0,truck1,:cluster_11708164715_1688331837_9,0.0,0.8586956521739131
2747.0,truck1,:cluster_11708164715_1688331837_9,0.0,0.8586956521739131
2748.0,truck1,:cluster_11708164715_1688331837_16,15747.340163359137,0.8586956521739131
2749.0,truck1,156603795#1,17462.594741700137,0.8586956521739131
2750.0,truck1,156603795#1,19066.682346230074,0.8586956521739131
2751.0,truck1,156603795#1,25513.403071003155,0.8586956521739131
2752.0,truck1,156603795#1,0.0,0.8586956521739131
2753.0,truck1,:2928732923_1,20232.533860543925,0.8586956521739131
2754.0,truck1,:2928732923_1,20332.57992930715,0.8586956521739131
2755.0,truck1,156603795#2,19159.95475885363,0.8586956521739131
2756.0,truck1,156603795#2,26380.55498513795,0.8586956521739131
2757.0,truck1,156603795#2,31513.414725567214,0.8586956521739131
2758.0,truck1,:1688331816_0,0.0,0.8586956521739131
2759.0,truck1,-699304605,0.0,0.8586956521739131
2760.0,truck1,-699304605,20805.127914887726,0.8586956521739131
2761.0,truck1,-699304605,32075.94476156977,0.8586956521739131
2762.0,truck1,-699304605,28091.332047172436,0.8586956521739131
2763.0,truck1,-699304605,38695.25865603769,0.8586956521739131
2764.0,truck1,-699304605,32973.678305309615,0.8586956521739131
2765.0,truck1,-699304605,40443.580470944325,0.8586956521739131
2766.0,truck1,-699304605,42581.6614083294,0.8586956521739131
2767.0,truck1,-699304605,0.0,0.8586956521739131
2768.0,truck1,-699304605,0.0,0.8586956521739131
2769.0,truck1,-699304605,0.0,0.8586956521739131
2770.0,truck1,:2928732920_6,19659.95757286306,0.8586956521739131
2771.0,truck1,:2928732920_6,20463.522266546825,0.8586956521739131
2772.0,truck1,156603792#3,24670.30500732926,0.8586956521739131
2773.0,truck1,156603792#3,25127.299553233643,0.8586956521739131
2774.0,truck1,156603792#3,35499.35995624289,0.8586956521739131
2775.0,truck1,156603792#3,40361.8103765113,0.8586956521739131
2776.0,truck1,156603792#3,33150.27815757303,0.8586956521739131
2777.0,truck1,:1688331847_1,29615.02989732564,0.8586956521739131
2778.0,truck1,156603792#4,40167.19735838366,0.8586956521739131
2779.0,truck1,156603792#4,21645.828020340527,0.8586956521739131
2780.0,truck1,156603792#4,0.0,0.8586956521739131
2781.0,truck1,:1688331844_0,0.0,0.8586956521739131
2782.0,truck1,156603799#12,0.0,0.8586956521739131
2783.0,truck1,156603799#12,41304.24209515782,0.8586956521739131
2784.0,truck1,156603799#12,37175.197863374065,0.8586956521739131
2785.0,truck1,156603799#12,32070.92349255689,0.8586956521739131
2786.0,truck1,156603799#12,0.0,0.8586956521739131
2787.0,truck1,156603799#12,0.0,0.8586956521739131
2788.0,truck1,:cluster_1688331850_2928732917_7,22881.345423184943,0.8586956521739131
2789.0,truck1,:cluster_1688331850_2928732917_7,32131.412968649922,0.8586956521739131
2790.0,truck1,:cluster_1688331850_2928732917_7,32295.20305199208,0.8586956521739131
2791.0,truck1,:cluster_1688331850_2928732917_7,38285.62580110967,0.8586956521739131
2792.0,truck1,156603799#14,39144.02544512851,0.8586956521739131
2793.0,truck1,156603799#14,40878.649881688405,0.8586956521739131
2794.0,truck1,156603799#14,34206.9667739611,0.8586956521739131
2795.0,truck1,156603799#14,0.0,0.8586956521739131
2796.0,truck1,:2928732916_1,21411.676807665623,0.8586956521739131
2797.0,truck1,682197238#0,0.0,0.8586956521739131
2798.0,truck1,682197238#0,24878.704726008105,0.8586956521739131
2799.0,truck1,682197238#0,0.0,0.8586956521739131
2800.0,truck1,682197238#0,0.0,0.8586956521739131
2801.0,truck1,682197238#0,0.0,0.8586956521739131
2802.0,truck1,682197238#0,0.0,0.8586956521739131
2803.0,truck1,682197238#0,7178.955219487027,0.8586956521739131
2804.0,truck1,682197238#0,7382.542922365866,0.8586956521739131
2805.0,truck1,682197238#0,9404.982057125819,0.8586956521739131
2806.0,truck1,:cluster_1688331820_6556745177_0,10614.475739645206,0.8586956521739131
2807.0,truck1,:cluster_1688331820_6556745177_0,11747.307974059435,0.8586956521739131
2808.0,truck1,:cluster_1688331820_6556745177_0,17738.571332610176,0.8586956521739131
2809.0,truck1,:cluster_1688331820_6556745177_0,20244.199770050614,0.8586956521739131
2810.0,truck1,684774918#8,24104.04133842752,0.8586956521739131
2811.0,truck1,684774918#8,25256.95426698168,0.8586956521739131
2812.0,truck1,684774918#8,23075.348710053662,0.8586956521739131
2813.0,truck1,684774918#8,30687.340965618427,0.8586956521739131
2814.0,truck1,684774918#8,37846.292247509846,0.8586956521739131
2815.0,truck1,684774918#8,28799.295974721153,0.8586956521739131
2816.0,truck1,684774918#8,28739.40675418359,0.8586956521739131
2817.0,truck1,684774918#8,33403.34223120684,0.8586956521739131
2818.0,truck1,684774918#8,30620.380432283655,0.8586956521739131
2819.0,truck1,:12364333505_0,32895.315010164886,0.8586956521739131
2820.0,truck1,684774918#9,10792.363464390877,0.8586956521739131
2821.0,truck1,684774918#9,8464.873411165085,0.8586956521739131
2822.0,truck1,684774918#9,0.0,0.8586956521739131
2823.0,truck1,684774918#9,0.0,0.8586956521739131
2824.0,truck1,684774918#9,0.0,0.8586956521739131
2825.0,truck1,684774918#9,6285.785581532578,0.8586956521739131
2826.0,truck1,684774918#9,7389.052613861678,0.8586956521739131
2827.0,truck1,684774918#9,7393.8484039552,0.8586956521739131
2828.0,truck1,684774918#9,7385.995392526727,0.8586956521739131
2829.0,truck1,684774918#9,7380.852459659563,0.8586956521739131
2830.0,truck1,684774918#9,7380.6143201527,0.8586956521739131
2831.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2832.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2833.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2834.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2835.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2836.0,truck1,684774918#9,7380.607340508398,0.8586956521739131
2837.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2838.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2839.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2840.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2841.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2842.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2843.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2844.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2845.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2846.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2847.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2848.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2849.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2850.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2851.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2852.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2853.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2854.0,truck1,684774918#9,7380.555555555556,0.8586956521739131
2855.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,11066.850575234272,0.8586956521739131
2856.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,12355.063994857426,0.8586956521739131
2857.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,12538.29021757971,0.8586956521739131
2858.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,16341.14103772565,0.8586956521739131
2859.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,21540.454370541767,0.8586956521739131
2860.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,20185.80635295642,0.8586956521739131
2861.0,truck1,:cluster_3661887162_734841978_8707923260_8707923261_5,25006.092955424676,0.8586956521739131
2862.0,truck1,509710169#0,31463.648858568034,0.8586956521739131
2863.0,truck1,509710169#0,28326.90946840373,0.8586956521739131
2864.0,truck1,509710169#0,33672.22384909592,0.8586956521739131
2865.0,truck1,509710169#0,27160.04681483189,0.8586956521739131
2866.0,truck1,509710169#0,34595.65716682063,0.8586956521739131
2867.0,truck1,509710169#0,44357.06106711843,0.8586956521739131
2868.0,truck1,509710169#0,35472.67644145771,0.8586956521739131
2869.0,truck1,509710169#0,12105.900697888359,0.8586956521739131
2870.0,truck1,509710169#0,15019.47578931307,0.8586956521739131
2871.0,truck1,509710169#0,12425.50831439695,0.8586956521739131
2872.0,truck1,509710169#0,16379.998050723545,0.8586956521739131
2873.0,truck1,509710169#0,13138.180056899344,0.8586956521739131
2874.0,truck1,509710169#0,19459.587183889165,0.8586956521739131
2875.0,truck1,509710169#1,13214.990024972158,0.8586956521739131
2876.0,truck1,509710169#1,10597.018871925871,0.8586956521739131
2877.0,truck1,509710169#1,0.0,0.8586956521739131
2878.0,truck1,509710169#1,24954.352492772297,0.8586956521739131
2879.0,truck1,509710169#1,0.0,0.8586956521739131
2880.0,truck1,509710169#1,27620.027839931354,0.8586956521739131
2881.0,truck1,509710169#1,12882.739447686447,0.8586956521739131
2882.0,truck1,509710169#1,11363.730032381338,0.8586956521739131
2883.0,truck1,509710169#1,0.0,0.8586956521739131
2884.0,truck1,509710169#1,9777.77477082857,0.8586956521739131
2885.0,truck1,509710169#1,0.0,0.8586956521739131
2886.0,truck1,:8828817171_0,0.0,0.8586956521739131
2887.0,truck1,509710169#2,0.0,0.8586956521739131
2888.0,truck1,509710169#2,0.0,0.8586956521739131
2889.0,truck1,509710169#2,7111.551805499171,0.8586956521739131
2890.0,truck1,509710169#2,7380.604288833873,0.8586956521739131
2891.0,truck1,509710169#2,7380.977765089795,0.8586956521739131
2892.0,truck1,509710169#2,7380.674485543864,0.8586956521739131
2893.0,truck1,509710169#2,9258.464320215016,0.8586956521739131
2894.0,truck1,:cluster_8796721940_956010951_3,11374.714630896528,0.8586956521739131
2895.0,truck1,:cluster_8796721940_956010951_3,12336.515980248323,0.8586956521739131
2896.0,truck1,:cluster_8796721940_956010951_3,13402.424916524184,0.8586956521739131
2897.0,truck1,:cluster_8796721940_956010951_3,16975.773353183937,0.8586956521739131
2898.0,truck1,509710169#3,23002.60213827019,0.8586956521739131
2899.0,truck1,509710169#4,21091.215598266408,0.8586956521739131
2900.0,truck1,509710169#4,22704.72080342971,0.8586956521739131
2901.0,truck1,509710169#4,30074.161675073465,0.8586956521739131
2902.0,truck1,509710169#4,31132.463926123994,0.8586956521739131
2903.0,truck1,509710169#4,29331.819475076914,0.8586956521739131
2904.0,truck1,509710169#4,32428.285035177738,0.8586956521739131
2905.0,truck1,509710169#4,43279.22217049497,0.8586956521739131
2906.0,truck1,509710169#4,47476.48175466151,0.8586956521739131
2907.0,truck1,509710169#4,15661.442726966832,0.8586956521739131
2908.0,truck1,509710169#4,15209.026489286745,0.8586956521739131
2909.0,truck1,509710169#4,21165.28327241527,0.8586956521739131
2910.0,truck1,509710169#4,0.0,0.8586956521739131
2911.0,truck1,509710169#4,22308.785923616957,0.8586956521739131
2912.0,truck1,509710169#4,0.0,0.8586956521739131
2913.0,truck1,509710169#4,12425.067255156237,0.8586956521739131
2914.0,truck1,509710169#4,23932.055016897273,0.8586956521739131
2915.0,truck1,509710169#4,8841.357857030442,0.8586956521739131
2916.0,truck1,509710169#4,19297.53752998723,0.8586956521739131
2917.0,truck1,509710169#4,15884.981471285339,0.8586956521739131
2918.0,truck1,509710169#4,7938.655004578286,0.8586956521739131
2919.0,truck1,509710169#4,25074.38259478429,0.8586956521739131
2920.0,truck1,509710169#4,13495.49491749167,0.8586956521739131
2921.0,truck1,509710169#4,0.0,0.8586956521739131
2922.0,truck1,509710169#4,0.0,0.8586956521739131
2923.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_8,0.0,0.8586956521739131
2924.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_8,0.0,0.8586956521739131
2925.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_21,21592.699481724336,0.8586956521739131
2926.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_21,0.0,0.8586956521739131
2927.0,truck1,:cluster_3822463119_4090494950_8835741594_8835743570_#3more_21,0.0,0.8586956521739131
2928.0,truck1,:8835743576_0,21467.97230422883,0.8586956521739131
2929.0,truck1,82586453#1,19018.659489092348,0.8586956521739131
2930.0,truck1,82586453#1,23922.053267049414,0.8586956521739131
2931.0,truck1,82586453#1,27445.371666843297,0.8586956521739131
2932.0,truck1,82586453#1,32386.517888786904,0.8586956521739131
2933.0,truck1,82586453#1,29046.60945029196,0.8586956521739131
2934.0,truck1,82586453#1,27470.730696616392,0.8586956521739131
2935.0,truck1,82586453#1,28965.302088871416,0.8586956521739131
2936.0,truck1,82586453#1,33544.95325564102,0.8586956521739131
2937.0,truck1,82586453#1,46246.82944589697,0.8586956521739131
2938.0,truck1,82586453#1,15585.962269645313,0.8586956521739131
2939.0,truck1,:4920525809_1,24773.12743805226,0.8586956521739131
2940.0,truck1,82586453#2,10858.679035733829,0.8586956521739131
2941.0,truck1,82586453#2,0.0,0.8586956521739131
2942.0,truck1,82586453#2,10825.918448795224,0.8586956521739131
2943.0,truck1,82586453#2,29728.14556879474,0.8586956521739131
2944.0,truck1,:964903919_0,10397.21637902943,0.8586956521739131
2945.0,truck1,82586453#3,0.0,0.8586956521739131
2946.0,truck1,82586453#3,29582.44590006577,0.8586956521739131
2947.0,truck1,82586453#3,0.0,0.8586956521739131
2948.0,truck1,82586453#3,20827.468288735334,0.8586956521739131
2949.0,truck1,82586453#3,0.0,0.8586956521739131
2950.0,truck1,:7837491984_1,20185.231738547962,0.8586956521739131
2951.0,truck1,82586453#4,9768.153726551855,0.8586956521739131
2952.0,truck1,82586453#4,12137.048446745344,0.8586956521739131
2953.0,truck1,82586453#4,18527.235167653544,0.8586956521739131
2954.0,truck1,82586453#4,15876.023929252426,0.8586956521739131
